Tissue	Soil	family	gene	Symbol	Direction	Core	baseMean	log2FoldChange_SIvsMI	stderror	statistic	p.value	p.adjusted
Root	Biggs	LRR-RLK	LOC_Os06g38650	NA	Downregulated by MB	FALSE	12.2058864804485	-5	1.24336868604686	-5.07116934716539	3.95378741229946e-07	6.43802083783623e-06
Root	Biggs	LRR-RLK	LOC_Os06g38670	NA	Upregulated by MB	FALSE	93.7193236595753	1.92730633130646	0.39409479223241	4.89046384091742	1.00598638115185e-06	1.48322032903866e-05
Root	Biggs	LRR-RLK	LOC_Os06g38930	NA	Upregulated by MB	TRUE	26.5751847388346	3.79453624097526	0.750534743857209	5.05577692709344	4.28642134890778e-07	6.90179482878305e-06
Root	Biggs	LRR-RLK	LOC_Os06g38970	NA	Downregulated by MB	FALSE	744.018116527331	-1.24965928902441	0.249815805277398	-5.00232276191163	5.66436510095531e-07	8.84457272391741e-06
Root	Biggs	LRR-RLK	LOC_Os06g38990	NA	Downregulated by MB	FALSE	208.219376581773	-0.85196250894268	0.339808561242134	-2.50718376790868	0.0121697422625656	0.0466127291905347
Root	Biggs	NLR	LOC_Os06g41480	NA	Downregulated by MB	TRUE	485.006907225155	-0.825450837555837	0.158951244772656	-5.19310709857262	2.06813131902201e-07	3.62544527087758e-06
Root	Biggs	NLR	LOC_Os06g41670	NA	Downregulated by MB	TRUE	333.729290496561	-1.68942904480976	0.306116489223487	-5.5189089914603	3.41110784243179e-08	7.08174926790185e-07
Root	Biggs	NLR	LOC_Os06g43670	NA	Downregulated by MB	TRUE	2485.18763614172	-0.462817929213876	0.095881358158665	-4.82698553818983	1.38615183120006e-06	1.97864693424117e-05
Root	Biggs	LRR-RLK	LOC_Os06g45020	NA	Downregulated by MB	FALSE	4503.66683497524	-0.522546704925644	0.198135400341628	-2.63732126628891	0.00835636490381683	0.0344701570149646
Root	Biggs	NLR	LOC_Os06g45690	NA	Downregulated by MB	TRUE	57.2061879701172	-1.69081532389189	0.326257653515125	-5.18245412996422	2.18985232277681e-07	3.81292197219374e-06
Root	Biggs	LRR-RLK	LOC_Os06g47650	OsLRR-RLK1	Downregulated by MB	TRUE	1801.40476162438	-0.483916768845968	0.15802808340536	-3.0622200713823	0.00219701861049077	0.0115365829256385
Root	Biggs	LRR-RLK	LOC_Os06g47700	NA	Upregulated by MB	FALSE	2075.05989365641	0.751452697092065	0.240825334158283	3.1203224516162	0.00180653166267835	0.00979239857000842
Root	Biggs	LRR-RLK	LOC_Os06g47720	NA	Upregulated by MB	TRUE	23.2937437660737	2.14562785236009	0.574382512948198	3.73553825889822	0.000187314097144168	0.00144386819577249
Root	Biggs	LRR-RLK	LOC_Os06g47740	NA	Upregulated by MB	TRUE	30.7569496292293	2.38239542941687	0.446472220072033	5.33604404106599	9.49963372178373e-08	1.78981926411687e-06
Root	Biggs	NLR	LOC_Os06g48990	NA	Downregulated by MB	FALSE	499.833772691899	-0.576868102834877	0.147242364387313	-3.91781336326179	8.93558461592485e-05	0.000763712687150518
Root	Biggs	NLR	LOC_Os06g49390	NA	Upregulated by MB	TRUE	773.474927504493	0.863286050258518	0.320263261556539	2.69555129758808	0.00702722565803467	0.0299672290567797
Root	Biggs	LRR-RLK	LOC_Os07g01710	NA	Downregulated by MB	FALSE	552.318817025123	-0.742709970543424	0.280257810306092	-2.65009553072669	0.0080469014030074	0.0334398170293033
Root	Biggs	NLR	LOC_Os07g02560	NA	Upregulated by MB	TRUE	182.30366761735	0.621713662976449	0.173526028635549	3.58282655267939	0.000339896307199758	0.00239439858611397
Root	Biggs	NLR	LOC_Os07g02570	NA	Upregulated by MB	FALSE	31.1458193672229	1.6953046131104	0.621336812897309	2.72847926908621	0.00636270893742074	0.0277021807678777
Root	Biggs	NLR	LOC_Os07g02620	NA	Downregulated by MB	FALSE	67.1157116155984	-2.08467475364681	0.277593159488517	-7.50982033378616	5.92085663551834e-14	3.3795313132532e-12
Root	Biggs	LRR-RLK	LOC_Os07g05190	NA	Downregulated by MB	FALSE	96.1562494998944	-1.43974866563765	0.368636871788729	-3.90560135412279	9.39913522631291e-05	0.000798045618153573
Root	Biggs	LRR-RLK	LOC_Os07g05740	NA	Downregulated by MB	FALSE	193.773273168214	-0.995819513878495	0.381605299639704	-2.609553679728	0.00906604208744963	0.0367618898299827
Root	Biggs	LRR-RLK	LOC_Os07g07230	NA	Downregulated by MB	FALSE	370.292881531733	-1.43475644206425	0.420411461072127	-3.41274340715011	0.000643124651271298	0.00412000767500963
Root	Biggs	NLR	LOC_Os07g12670	NA	Downregulated by MB	TRUE	40.7293237693684	-1.66872830637776	0.352444101992763	-4.73473182539461	2.19344929129005e-06	2.97399036929712e-05
Root	Biggs	LRR-RLK	LOC_Os07g14820	NA	Downregulated by MB	FALSE	19.9296885143107	-5	1.42407038080032	-4.76746550642564	1.86557922663067e-06	2.5728558966265e-05
