Treatment	Soil	OTU_ID	Direction	baseMean	log2FoldChange_BSvsES	stderror	statistic	p.value	p.adjusted
Soil inoculated	Arbuckle	Fibrobacteres	Enriched in by BS	253.711363051873	3.40447072465637	0.961542519580452	3.66291371899823	0.000249362549688496	0.000780898510866606
Soil inoculated	Arbuckle	Firmicutes	Enriched in ES	294.763562287559	-0.382771745638425	0.54354849549643	-0.696638818953485	0.486028855820125	0.727514891101823
Soil inoculated	Arbuckle	Fusobacteria	Enriched in ES	0.00289961296271756	0	1.88440450043635	0	1	1
Soil inoculated	Arbuckle	GAL15	Enriched in ES	0.00359250856959452	-0.517860569851777	1.88490778654585	-0.282822121801651	0.777313195626021	0.984057396009038
Soil inoculated	Arbuckle	Gammaproteobacteria	Enriched in ES	10745.9616569186	-3.18823014160286	0.32861141491752	-9.69710622135584	3.10170855274669e-22	7.38206635553711e-21
Soil inoculated	Arbuckle	Gemmatimonadetes	Enriched in by BS	221.533361391866	5.64460922199146	0.465711691253569	12.1225407098688	8.02326852318647e-34	4.77384477129595e-32
Soil inoculated	Arbuckle	Hydrogenedentes	Enriched in by BS	0.422464973328125	2.09434623795026	2.03283084812777	0.930158689255497	0.352288927430974	0.582255310615081
Soil inoculated	Arbuckle	Kiritimatiellaeota	Enriched in ES	0.0388498291509328	-0.444792209792858	1.88575379872444	-0.282809790387155	0.777322648948315	0.984057396009038
Soil inoculated	Arbuckle	Latescibacteria	Enriched in by BS	4.07043210333057	5.56934810622422	0.848221397780569	6.45466049584518	1.08461777080314e-10	8.06684467034837e-10
Soil inoculated	Arbuckle	Lentisphaerae	Enriched in ES	0.045099644599632	0	1.88472202600621	0	1	1
Soil inoculated	Arbuckle	Margulisbacteria	Enriched in ES	0.00764390352821826	0	1.88462516550661	0	1	1
Soil inoculated	Arbuckle	Nanoarchaeaeota	Enriched in by BS	0.906980438104078	0.166042449944114	1.46298004305357	0.0642647845112211	0.948759393357858	1
Soil inoculated	Arbuckle	Nitrospirae	Enriched in by BS	6.05934628924324	6.25047260395069	0.820147030202433	7.55505479834741	4.18683542211427e-14	4.15194512692999e-13
Soil inoculated	Arbuckle	Omnitrophicaeota	Enriched in by BS	0.629807114110991	0.644883278470087	1.43704857663162	0.418338893978337	0.675699356587568	0.91901277769228
Soil inoculated	Arbuckle	Patescibacteria	Enriched in ES	11.5255579468483	-3.60116232337783	0.706108175349042	-5.0617643818552	4.15394194772046e-07	2.05966288241139e-06
Soil inoculated	Arbuckle	PAUC34f	Enriched in ES	0.00837401404824026	0	1.88466961122064	0	1	1
Soil inoculated	Arbuckle	Planctomycetes	Enriched in by BS	166.434119932349	3.97245882451509	0.353651979429655	11.2326915412059	2.81762383838783e-29	1.34118894707261e-27
Soil inoculated	Arbuckle	Rokubacteria	Enriched in by BS	6.60124554757133	7.40704100734137	0.807449348981339	9.00890852480173	2.08117389238673e-19	3.81014912606186e-18
Soil inoculated	Arbuckle	Spirochaetes	Enriched in by BS	0.348873305358939	1.87514048014013	2.0336483839356	0.841773373117974	0.399914818895494	0.643080946615519
Soil inoculated	Arbuckle	Synergistetes	Enriched in ES	0.0685576727257792	-0.431395927480344	1.88560176006458	-0.282814575592085	0.777318980583041	0.984057396009038
Soil inoculated	Arbuckle	Thaumarchaeota	Enriched in by BS	7.18430611539531	7.41596450989308	0.958724707470258	7.63048015671929	2.33880964707034e-14	2.420159547838e-13
Soil inoculated	Arbuckle	Verrucomicrobia	Enriched in by BS	360.075867470799	0.617567875714173	0.478306471695165	1.2923932387256	0.196220997007462	0.34851192005803
Soil inoculated	Arbuckle	WPS-2	Enriched in ES	2.16278699442347	-1.02226974786632	1.75497109930515	-0.751673774495751	0.452247265384134	0.685572287652381
Soil inoculated	Arbuckle	WS1	Enriched in ES	0.0178426687931618	0	1.88490798465109	0	1	1
Soil inoculated	Arbuckle	WS2	Enriched in by BS	0.174732977099252	0.873429411832031	2.04006456528633	0.415288097057572	0.677931013732654	0.91901277769228
Soil inoculated	Arbuckle	WS4	Enriched in by BS	0.548404498924966	1.83109587495466	1.62564486300581	1.11627900485586	0.264302725658206	0.452547112997504
Soil inoculated	Arbuckle	Zixibacteria	Enriched in ES	0.0136719206328027	0	1.88488839283884	0	1	1
Soil inoculated	Biggs	Acidobacteria	Enriched in by BS	722.73670687521	3.28424887205794	0.242140762866433	13.5695932418468	6.06577114298608e-42	4.81217844010229e-40
Soil inoculated	Biggs	Actinobacteria	Enriched in ES	5595.67843079171	-2.92856486568517	0.540582667342888	-5.38622931310874	7.19511551361812e-08	3.89190339145708e-07
Soil inoculated	Biggs	Alphaproteobacteria	Enriched in ES	2578.76762311756	-1.75014462785209	0.375151502469558	-4.65689293476835	3.21017278608153e-06	1.41485393164334e-05
Soil inoculated	Biggs	Armatimonadetes	Enriched in by BS	28.9712327126442	0.88615161731937	0.553645508895633	1.61241229212509	0.106872251771679	0.200280282847714
Soil inoculated	Biggs	Bacteroidetes	Enriched in ES	884.830902706221	-2.07578901497432	0.392638816191761	-5.300168543419	1.15695826524335e-07	6.1190237139537e-07
Soil inoculated	Biggs	BRC1	Enriched in by BS	3.85436563065642	5.07047196003859	0.922423293524997	5.44086900450159	5.30212922401597e-08	2.93466687282744e-07
Soil inoculated	Biggs	Chlamydiae	Enriched in ES	0.0482549683682653	-0.546490992866708	1.8853468310234	-0.25771877995511	0.796623951279856	0.997876317918978
Soil inoculated	Biggs	Chloroflexi	Enriched in by BS	553.668182051782	3.90442274365774	0.422307576966848	9.22346275425722	2.87657282057605e-20	5.70520276080916e-19
Soil inoculated	Biggs	Cloacimonetes	Enriched in by BS	0.346577986044287	0.796083589999757	1.9836202859838	0.413000717977906	0.679606087705215	0.91901277769228
Soil inoculated	Biggs	Crenarchaeota	Enriched in by BS	2.91551117129188	5.15612659842985	1.08691071583369	4.68302422447028	2.826730919465e-06	1.26936218647674e-05
Soil inoculated	Biggs	Cyanobacteria	Enriched in by BS	11.0543683066936	5.51852988304888	1.15182284873655	4.78042279144061	1.74926929584835e-06	8.00627100792131e-06
Soil inoculated	Biggs	Deinococcus-Thermus	Enriched in ES	1.54042654408956	-0.600769381556591	1.80279966991633	-0.386067266577221	0.699446851562862	0.935215453213265
Soil inoculated	Biggs	Deltaproteobacteria	Enriched in by BS	2405.36382739845	4.27084734282563	0.499816902721636	8.49658689619804	1.95246776161875e-17	3.09791551510176e-16
Soil inoculated	Biggs	Dependentiae	Enriched in ES	0.880224930410204	-1.27643172875879	1.47115801093243	-0.786335027524683	0.431671236686429	0.66282422149271
Soil inoculated	Biggs	Elusimicrobia	Enriched in by BS	2.74790878602469	3.9226254864792	0.868615099273949	4.46523006333296	7.99827577898308e-06	3.12063874655405e-05
Soil inoculated	Biggs	Entotheonellaeota	Enriched in ES	0.0933004908420024	0	1.90852998687866	0	1	1
Soil inoculated	Biggs	Epsilonbacteraeota	Enriched in ES	0.574494702110856	-0.800456173143158	1.72009350425188	-0.377332053067054	0.705926854751486	0.938606656038289
Soil inoculated	Biggs	Euryarchaeota	Enriched in by BS	10.7740974382325	4.0108909643484	1.09955066422642	3.64887320954249	0.000263393051588013	0.000814123977635676
Soil inoculated	Biggs	FBP	Enriched in ES	0.208255569947227	-0.715308111696725	2.0117771451319	-0.363829147534434	0.715985595572265	0.941958672792799
Soil inoculated	Biggs	FCPU426	Enriched in by BS	0.0600861358344335	0.0498445190605564	1.88759641755207	0.0624283815816135	0.950221693800448	1
Soil inoculated	Biggs	Fibrobacteres	Enriched in by BS	253.711363051873	0.748291151796839	0.824589378138999	0.893763710908274	0.371448329184477	0.601392532965343
Soil inoculated	Biggs	Firmicutes	Enriched in ES	294.763562287559	-0.225559424440989	0.544390459153639	-0.407566175832249	0.683592201004544	0.919180473667127
Soil inoculated	Biggs	Gammaproteobacteria	Enriched in ES	10745.9616569186	-2.86996748025013	0.328669535881148	-8.72940736088849	2.56010552406055e-18	4.35217939090293e-17
Soil inoculated	Biggs	Gemmatimonadetes	Enriched in by BS	221.533361391866	3.64122327985555	0.473229635886457	7.68943716766568	1.47783688736566e-14	1.59875081451376e-13
Soil inoculated	Biggs	Hydrogenedentes	Enriched in ES	0.422464973328125	0	2.03152777112036	0	1	1
Soil inoculated	Biggs	Kiritimatiellaeota	Enriched in ES	0.0388498291509328	-0.0836636608564144	1.88679818903853	0.00459979591738721	0.996329906796724	1
Soil inoculated	Biggs	Latescibacteria	Enriched in by BS	4.07043210333057	2.41943437690303	0.757046341311736	3.15214880412369	0.00162073655689846	0.0044852941923469
Soil inoculated	Biggs	Lentisphaerae	Enriched in ES	0.045099644599632	0	1.88405197928065	0	1	1
Soil inoculated	Biggs	Nanoarchaeaeota	Enriched in by BS	0.906980438104078	0.0117572573188553	1.4587259767837	-0.00786346908797245	0.993725924079111	1
Soil inoculated	Biggs	Nitrospirae	Enriched in by BS	6.05934628924324	3.09401832660405	0.811192941051783	3.75547332273973	0.00017301419033396	0.000549031697326434
Soil inoculated	Biggs	Omnitrophicaeota	Enriched in by BS	0.629807114110991	0.155786555192971	1.44542773418001	0.0894713510392072	0.928707320809108	1
Soil inoculated	Biggs	Patescibacteria	Enriched in ES	11.5255579468483	-1.41172443327569	0.684313860698423	-2.03608878615005	0.0417414405762298	0.0894996653796638
Soil inoculated	Biggs	Planctomycetes	Enriched in by BS	166.434119932349	1.60580631526627	0.351311820686539	4.57481014590155	4.76652023807763e-06	1.99023125730259e-05
Soil inoculated	Biggs	Rokubacteria	Enriched in by BS	6.60124554757133	2.00816782862707	0.779228015621692	2.53600817834019	0.0112124115540207	0.0259082907753099
Soil inoculated	Biggs	Spirochaetes	Enriched in by BS	0.348873305358939	0.221084615136702	2.03340785811198	0.139009308527066	0.889442793327046	1
Soil inoculated	Biggs	Synergistetes	Enriched in ES	0.0685576727257792	0	1.88424522772506	0	1	1
Soil inoculated	Biggs	Thaumarchaeota	Enriched in by BS	7.18430611539531	1.95117364869257	0.982396998474562	1.97981026865037	0.0477248520945803	0.100517830075311
Soil inoculated	Biggs	Verrucomicrobia	Enriched in by BS	360.075867470799	0.297210450539118	0.48067624625171	0.608566295221484	0.54281195079802	0.778248459577884
Soil inoculated	Biggs	WPS-2	Enriched in by BS	2.16278699442347	4.78507456963427	1.69287188042788	2.70152988823788	0.00690212765186524	0.0162644196152864
Soil inoculated	Biggs	WS2	Enriched in ES	0.174732977099252	0	2.03680395837979	0	1	1
